KEY,NAME,LOC,QTY,QYOT,SELL,DEP,DMG,Msg,SDATE,Category,TYPE,TaxCode,INST,FUEL,ADDT,PER1,PER2,PER3,PER4,PER5,PER6,PER7,PER8,PER9,PER10,RATE1,RATE2,RATE3,RATE4,RATE5,RATE6,RATE7,RATE8,RATE9,RATE10,RCOD,SUBR,PartNumber,NUM,MANF,MODN,DSTN,DSTP,RMIN,RMAX,UserDefined1,UserDefined2,MTOT,MTIN,CALL,RESB,RESD,QUEB,QUED,SSN,CUSN,CNTR,PURD,PURP,DEPM,DEPR,SLVG,DEPA,DEPP,CURV,SOLD,SAMT,INC1,INC2,INC3,REPC1,REPC2,TMOT1,TMOT2,TMOT3,HROT1,HROT2,HROT3,LDATE,LOOKUP,Asset,GLAccount,DeprecAccount,HomeStore,CurrentStore,Group,Location,SerialNumber,Nontaxable,Header,License,CaseQty,ItemPercentage,ModelYear,RetailPrice,ExtraDepreciation,Inactive,ExtraCharges,PriceLevelA,PriceLevelB,PriceLevelC,NonDiscountable,VendorNumber1,VendorNumber2,VendorNumber3,QuantityOnOrder,Sort,NoPrintOnContract,MarkupPercentage,OrderNumber1,OrderNumber2,OrderNumber3,CleaningDelay,RequireCleaning,MaintenanceFile,WebLink,SubrentCostMTD,SubrentCostYTD,SubrentPending,HideOnWebsite,GPSUnitNo,LicenseExpire,ReplacementCost,RequireCreditCard,WarrantyDate,VehicleType,VehicleEIN,DescriptionLong,Weight,SetupTime,WebGroup,Department,GLIncome,BulkItem,GVWR,CriticalLevel,RentalCase,BoughtUsed,IncomeDmgWvr,IncomeItemPercent,QtyCountDifference,SuppressAvailCheck,FuelTankSize,NoTransfers,CommissionLevel,Barcode,Style1,Style2,Style3,DesiredROI,CubicSize,BulkSerializedMethod,Nonfulfillable,RateEngineId,BaseRate,RateEngineIdDisplayed,AccountingDepartmentId,AccountingClassId,ItemManufacturerId
0114#02,"DIAMOND BLADE 14"" ASPH BDUX34",,0,0,0,0,10,0,,18,U,0,                         ,,,24,168,0,0,0,0,0,0,3,0,35,140,0,0,0,0,0,0,-9.99,0,0,0,0114-02,1434,,                              ,,,0,0,,     0114-02,410,410,0,True,False,True,False,,,,7/4/2005 12:00 AM,0,,0,0,0,0,0,1/9/2006 12:00 AM,0,0,0,610.52,0,0,0,0,14,0,0,216,1/9/2006 12:00 AM,,False,,,1,1,114,,,False,114,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
0114#06,14x20 DIAMOND BLADE TWCF14SBA,,0,0,0,0,10,0,,18,U,0,                         ,,,24,168,0,0,0,0,0,0,3,0,35,140,0,0,0,0,0,0,-9.99,0,0,0,TWCF14-SB-A,1393,KRAFTER,TWCF14-SB-A                   ,,,0,0,,     0114-06,351.25,351.25,0,True,False,True,False,,,,11/15/2004 12:00 AM,109,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,1400.08,0,0,0,0,51,0,0,890,2/24/2009 12:00 AM,,False,,,1,1,114,,,False,114,,0,0,,0,0,True,0,0,0,0,False,158,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
114,"DIAMOND BLADE 14"" ASPH BDUX34",,0,0,0,0,10,0,,18,V,0,                         ,,,24,168,0,0,0,0,0,0,3,0,35,140,0,0,0,0,0,0,-9.99,0,0,0,0114-02,10560,,                              ,,,0,0,,     0114-02,0,0,0,True,False,True,False,,,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1/9/2006 12:00 AM,,False,,,1,1,114,,,False,114,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,True,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
0122#01,"DIAMOND BLADE 18"" W/1"" DRIVE",,0,0,0,0,10,0,1/13/2017 12:00 AM,48,U,0,                         ,,,24,168,672,0,0,0,0,0,3,10,50,50,50,0,0,0,0,0,-9.99,3,0,0,0122-01,1463,,                              ,,,0,0,,     0122-01,813,727,2,True,False,True,False,7001,7001,87331,10/29/2005 12:00 AM,289.1,,0,0,0,0,0,,0,0,0,11883.89,0,0,0,0,173,0,0,3640,11/28/2016 12:00 AM,,False,,,1,1,,,,False,122,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
0122#02,"18"" DIAMOND BLADE",,0,0,479.95,0,10,0,1/13/2017 12:00 AM,48,U,0,                         ,,,24,168,672,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0122-02,15155,,                              ,,,0,0,,      D11033,721,721,0,True,False,True,False,6934,6934,83696,9/8/2014 12:00 AM,265,,0,0,0,0,0,,0,0,0,350,0,0,0,0,7,0,0,222,6/4/2016 12:00 AM,,False,,,1,1,,,,False,122,,0,0,,479.95,0,False,0,0,0,0,False,74,0,0,0,,False,0,D11033,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,0,0,0,,,
1001#01,1.5 HP ELECTRIC AIR COMPRESSOR,,0,0,0,0,10,0,,12,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,28,98,294,0,0,0,0,0,0,2,0,1001-01,1532,THOMAS,T-30 DWTCSA                   ,,,0,0,,     1001-01,0,0,0,True,False,True,False,,,,3/29/1995 12:00 AM,521,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,946.8,0,0,0,0,39,0,0,1097,7/27/2012 12:00 AM,,False,,,1,1,1001,,79400000154,False,1001,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1001#02,1.5 HP ELECTRIC AIR COMPRESSOR,,0,0,0,0,10,0,,12,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,28,98,294,0,0,0,0,0,0,2,0,1001-02,1622,KODIAK,EMX                           ,,,0,0,,     1001-02,0,0,0,True,False,True,False,,,,12/6/2002 12:00 AM,315,,0,0,0,0,0,10/29/2003 12:00 AM,0,0,0,325,0,0,0,0,2,0,0,1176,10/29/2003 12:00 AM,,False,,,1,1,1001,,150302,False,1001,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1001#03,1.5 HP ELECTRIC AIR COMPRESSOR,,0,0,0,0,10,0,,12,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,28,98,294,0,0,0,0,0,0,2,0,1001-03,1693,KODIAK POWER EQU,EMX                           ,,,0,0,,     1001-03,0,0,0,True,False,True,False,,,,12/17/2002 12:00 AM,315,,0,0,0,0,0,2/24/2009 12:00 AM,0,0,0,202.2,0,0,0,0,10,0,0,450,2/24/2009 12:00 AM,,False,,,1,1,1001,,180302,False,1001,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1001#04,1.5 HP ELECTRIC AIR COMPRESSOR,,0,0,0,0,10,0,4/8/2014 12:00 AM,12,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,28,98,294,0,0,0,0,0,0,2,0,1001-04,1785,,                              ,,,0,0,,     1001-04,0,0,0,True,False,True,False,,,,10/23/2003 12:00 AM,325,,0,0,0,0,0,,0,0,0,1162.41,0,0,0,0,38,0,0,2437,12/16/2004 12:00 AM,,False,,,1,1,1001,,,False,1001,,0,0,,0,0,False,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
1001#05,1.5 HP ELECTRIC AIR COMPRESSOR,,0,0,0,0,10,0,,12,T,0,                         ,,,4,24,168,672,0,0,0,0,0,0,24,28,98,294,0,0,0,0,0,0,2,0,1001-05,1786,,                              ,,,0,0,,     1001-05,0,0,0,True,False,True,False,,,,10/23/2003 12:00 AM,325,,0,0,0,0,0,9/16/2013 12:00 AM,0,0,0,765,0,0,0,0,32,0,0,78976,9/16/2013 12:00 AM,,False,,,1,1,1001,,,False,1001,,0,0,,0,0,True,0,0,0,0,False,0,0,0,0,,False,0,,,,0,False,,,0,0,0,False,,,0,False,,,,,0,0,,0,0,False,0,0,0,False,0,0,0,False,0,False,0,,,,,0,0,0,0,2,0,0,,,
